"Week","Month","Year","Item Desc WSS","Item Seq WSS","Amount"
"2009/03/06 00:00:00","2009/03/06 00:00:00","2008-09   ","4.5 Scheduled State Co-op.Banks","22",""
"2009/03/06 00:00:00","2009/03/06 00:00:00","2008-09   ","4.4 Scheduled Commercial Banks","21","28.9"
"2009/03/06 00:00:00","2009/03/06 00:00:00","2008-09   ","4.2 State Governments ","19","10.63"
"2009/03/06 00:00:00","2009/03/06 00:00:00","2008-09   ","4.1 Central Government","18","212.45"
"2009/03/06 00:00:00","2009/03/06 00:00:00","2008-09   ","4 Loans and Advances","17",""
"2009/03/06 00:00:00","2009/03/06 00:00:00","2008-09   ","3 Other Liabilities","12","3817.6"
"2009/03/06 00:00:00","2009/03/06 00:00:00","2008-09   ","2.7 Others","11","117.67"
"2009/03/06 00:00:00","2009/03/06 00:00:00","2008-09   ","2.6 Other Banks","10","94.8"
"2009/03/06 00:00:00","2009/03/06 00:00:00","2008-09   ","2.5 Scheduled State Co-operative Banks","9","28.3"
"2009/03/06 00:00:00","2009/03/06 00:00:00","2008-09   ","2.4 Scheduled Commercial Banks","8","2056.26"
"2009/03/06 00:00:00","2009/03/06 00:00:00","2008-09   ","2.3 State Governments","7","0.41"
"2009/03/06 00:00:00","2009/03/06 00:00:00","2008-09   ","2.2 Market Stabilisation Scheme","6","880.77"
"2009/03/06 00:00:00","2009/03/06 00:00:00","2008-09   ","2.1 Central Government","5","1.01"
"2009/03/06 00:00:00","2009/03/06 00:00:00","2008-09   ","2 Deposits","4","3179.22"
"2009/03/06 00:00:00","2009/03/06 00:00:00","2008-09   ","2 Gold Coin and Bullion","15","494.4"
"2009/03/06 00:00:00","2009/03/06 00:00:00","2008-09   ","Total Liabilities /Assets","13","13745.14"
"2009/03/06 00:00:00","2009/03/06 00:00:00","2008-09   ","1.2 Notes held in Banking Department","3","0.22"
"2009/03/06 00:00:00","2009/03/06 00:00:00","2008-09   ","1.1 Notes in Circulation","2","6748.09"
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","4.7 Export-Import Bank of India","24",""
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","4.3 NABARD","20",""
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","4.6 Industrial Development Bank of India","23",""
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","4.5 Scheduled State Co-op.Banks","22",""
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","4.4 Scheduled Commercial Banks","21","79.92"
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","4.2 State Governments ","19",""
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","4.1 Central Government","18",""
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","4 Loans and Advances","17",""
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","3 Other Liabilities","12","3965.48"
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","2.7 Others","11","135.03"
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","2.6 Other Banks","10","95.13"
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","2.5 Scheduled State Co-operative Banks","9","30.85"
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","2.4 Scheduled Commercial Banks","8","2008.76"
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","2.3 State Governments","7","0.41"
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","2.2 Market Stabilisation Scheme","6","880.77"
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","2.1 Central Government","5","1.01"
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","2 Deposits","4","3151.96"
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","2 Gold Coin and Bullion","15","494.4"
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","Total Liabilities /Assets","13","13957.58"
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","1.2 Notes held in Banking Department","3","0.17"
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","1.1 Notes in Circulation","2","6839.97"
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","1 Foreign Currency Assets","14","12305.57"
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","5 Bills Purchased and Discounted","26",""
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","1 Notes Issued","1","6840.15"
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","7 Other Assets","30","134.2"
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","6 Investments","29","27.5"
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","3 Rupee Securities (including Treasury Bills)","16","847.96"
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","5.2 Treasury","28",""
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","5.1 Commercial","27",""
"2009/03/13 00:00:00","2009/03/13 00:00:00","2008-09   ","4.8 Others","25","68.03"
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","6 Investments","29","27.5"
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","3 Rupee Securities (including Treasury Bills)","16","1389.43"
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","5.2 Treasury","28",""
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","5.1 Commercial","27",""
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","4.8 Others","25","33.29"
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","4.7 Export-Import Bank of India","24",""
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","4.3 NABARD","20",""
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","4.6 Industrial Development Bank of India","23",""
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","4.5 Scheduled State Co-op.Banks","22","0.3"
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","4.4 Scheduled Commercial Banks","21","2.4"
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","4.2 State Governments ","19","2.72"
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","4.1 Central Government","18",""
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","4 Loans and Advances","17",""
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","3 Other Liabilities","12","3553.11"
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","2.7 Others","11","117.88"
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","2.6 Other Banks","10","125.86"
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","2.5 Scheduled State Co-operative Banks","9","39.21"
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","2.4 Scheduled Commercial Banks","8","2592.52"
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","2.3 State Governments","7","0.41"
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","2.2 Market Stabilisation Scheme","6","77.37"
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","2.1 Central Government","5","1.01"
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","2 Deposits","4","2954.26"
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","2 Gold Coin and Bullion","15","837.24"
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","Total Liabilities /Assets","13","14262.21"
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","1.2 Notes held in Banking Department","3","0.19"
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","1.1 Notes in Circulation","2","7754.66"
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","1 Foreign Currency Assets","14","11824.42"
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","5 Bills Purchased and Discounted","26",""
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","1 Notes Issued","1","7754.85"
"2010/02/19 00:00:00","2010/02/19 00:00:00","2009-10   ","7 Other Assets","30","144.91"
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","1 Foreign Currency Assets","14","11753.58"
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","5 Bills Purchased and Discounted","26",""
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","1 Notes Issued","1","7750.55"
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","7 Other Assets","30","141.96"
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","6 Investments","29","27.5"
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","3 Rupee Securities (including Treasury Bills)","16","1605.54"
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","5.2 Treasury","28",""
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","5.1 Commercial","27",""
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","4.8 Others","25","34.13"
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","4.7 Export-Import Bank of India","24",""
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","4.3 NABARD","20",""
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","4.6 Industrial Development Bank of India","23",""
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","4.5 Scheduled State Co-op.Banks","22",""
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","4.4 Scheduled Commercial Banks","21","2.4"
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","4.2 State Governments ","19","10.67"
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","4.1 Central Government","18",""
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","4 Loans and Advances","17",""
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","3 Other Liabilities","12","3469.68"
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","2.7 Others","11","118.83"
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","2.6 Other Banks","10","130.11"
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","2.5 Scheduled State Co-operative Banks","9","38.73"
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","2.4 Scheduled Commercial Banks","8","2796.95"
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","2.3 State Governments","7","19.79"
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","2.2 Market Stabilisation Scheme","6","77.37"
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","2.1 Central Government","5","2.22"
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","2 Deposits","4","3184"
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","2 Gold Coin and Bullion","15","828.45"
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","Total Liabilities /Assets","13","14404.22"
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","1.2 Notes held in Banking Department","3","0.14"
"2010/02/26 00:00:00","2010/02/26 00:00:00","2009-10   ","1.1 Notes in Circulation","2","7750.4"
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","1 Foreign Currency Assets","14","11642.85"
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","5 Bills Purchased and Discounted","26",""
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","1 Notes Issued","1","7834.66"
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","7 Other Assets","30","172.89"
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","6 Investments","29","27.5"
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","3 Rupee Securities (including Treasury Bills)","16","1466.84"
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","5.2 Treasury","28",""
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","5.1 Commercial","27",""
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","4.8 Others","25","33.66"
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","4.7 Export-Import Bank of India","24",""
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","4.3 NABARD","20",""
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","4.6 Industrial Development Bank of India","23",""
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","4.5 Scheduled State Co-op.Banks","22",""
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","4.4 Scheduled Commercial Banks","21","0.95"
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","4.2 State Governments ","19","3.41"
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","4.1 Central Government","18",""
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","4 Loans and Advances","17",""
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","3 Other Liabilities","12","3350.66"
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","2.7 Others","11","118.45"
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","2.6 Other Banks","10","129.15"
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","2.5 Scheduled State Co-operative Banks","9","37.28"
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","2.4 Scheduled Commercial Banks","8","2627.57"
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","2.3 State Governments","7","0.41"
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","2.2 Market Stabilisation Scheme","6","77.37"
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","2.1 Central Government","5","1"
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","2 Deposits","4","2991.23"
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","2 Gold Coin and Bullion","15","828.45"
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","Total Liabilities /Assets","13","14176.55"
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","1.2 Notes held in Banking Department","3","0.1"
"2010/03/05 00:00:00","2010/03/05 00:00:00","2009-10   ","1.1 Notes in Circulation","2","7834.55"
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","2.2 Market Stabilisation Scheme","6",""
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","2.1 Central Government","5","62.93"
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","2 Deposits","4","3565.35"
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","2 Gold Coin and Bullion","15","1000.41"
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","Total Liabilities /Assets","13","16600.09"
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","1.2 Notes held in Banking Department","3","0.17"
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","1.1 Notes in Circulation","2","9421.07"
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","1 Foreign Currency Assets","14","12231.78"
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","5 Bills Purchased and Discounted","26",""
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","1 Notes Issued","1","9421.24"
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","7 Other Assets","30","74.18"
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","6 Investments","29","13.2"
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","3 Rupee Securities (including Treasury Bills)","16","3217.58"
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","5.2 Treasury","28",""
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","5.1 Commercial","27",""
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","4.8 Others","25","5.04"
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","4.7 Export-Import Bank of India","24",""
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","4.3 NABARD","20",""
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","4.6 Industrial Development Bank of India","23",""
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","4.5 Scheduled State Co-op.Banks","22","0.3"
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","4.4 Scheduled Commercial Banks","21","50.31"
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","4.2 State Governments ","19","7.29"
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","4.1 Central Government","18",""
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","4 Loans and Advances","17",""
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","3 Other Liabilities","12","3613.5"
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","2.7 Others","11","122.6"
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","2.6 Other Banks","10","152.84"
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","2.5 Scheduled State Co-operative Banks","9","34.94"
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","2.4 Scheduled Commercial Banks","8","3191.63"
"2011/03/25 00:00:00","2011/03/25 00:00:00","2010-11   ","2.3 State Governments","7","0.41"
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","1 Foreign Currency Assets","14",""
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","5 Bills Purchased and Discounted","26",""
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","1 Notes Issued","1","9421.24"
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","7 Other Assets","30","74.18"
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","6 Investments","29","13.2"
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","3 Rupee Securities (including Treasury Bills)","16","3217.58"
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","2 Gold Coin and Bullion","15","476.19"
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","5.2 Treasury","28",""
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","5.1 Commercial","27",""
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","4.8 Others","25","5.04"
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","4.7 Export-Import Bank of India","24",""
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","4.3 NABARD","20",""
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","4.6 Industrial Development Bank of India","23",""
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","4.5 Scheduled State Co-op.Banks","22","0.3"
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","4.4 Scheduled Commercial Banks","21","50.31"
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","4.2 State Governments ","19","7.29"
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","4.1 Central Government","18",""
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","Total Liabilities /Assets","13","7178.85"
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","3 Other Liabilities","12","3613.5"
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","2.7 Others","11","122.6"
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","2.6 Other Banks","10","151.98"
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","2.6 Other Banks","10","0.86"
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","2.5 Scheduled State Co-operative Banks","9","34.94"
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","2.4 Scheduled Commercial Banks","8","3191.63"
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","2.3 State Governments","7","0.41"
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","2.2 Market Stabilisation Scheme","6",""
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","2.1 Central Government","5","62.93"
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","2 Deposits","4","3565.34"
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","2 Gold Coin and Bullion","15","524.22"
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","Total Liabilities /Assets","13","9421.24"
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","1.2 Notes held in Banking Department","3","0.17"
"2011/03/31 00:00:00","2011/03/31 00:00:00","2010-11   ","1.1 Notes in Circulation","2","9421.07"
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","2 Deposits","4","4402.41"
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","1 Foreign Currency Assets","14","12290.76"
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","1 Notes Issued","1","9337.41"
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","7 Other Assets","30","75.23"
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","6 Investments","29","13.2"
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","3 Rupee Securities (including Treasury Bills)","16","3956.69"
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","5.2 Treasury","28",""
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","5.1 Commercial","27",""
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","4.8 Others","25","0.9"
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","4.7 Export-Import Bank of India","24",""
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","4.3 NABARD","20",""
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","4.6 Industrial Development Bank of India","23",""
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","4.5 Scheduled State Co-op.Banks","22",""
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","4.4 Scheduled Commercial Banks","21","51.15"
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","4.2 State Governments ","19",""
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","4.1 Central Government","18","6.1"
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","3 Other Liabilities","12","3688.11"
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","2.7 Others","11","126.94"
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","2.6 Other Banks","10","167.72"
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","2.5 Scheduled State Co-operative Banks","9","40.82"
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","2.4 Scheduled Commercial Banks","8","4065.51"
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","2.3 State Governments","7","0.42"
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","2.2 Market Stabilisation Scheme","6",""
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","2.1 Central Government","5","1"
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","2 Gold Coin and Bullion","15","1025.72"
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","Total Liabilities /Assets","13","17427.93"
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","1.2 Notes held in Banking Department","3","0.13"
"2011/04/01 00:00:00","2011/04/01 00:00:00","2011-12   ","1.1 Notes in Circulation","2","9337.28"
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","1 Foreign Currency Assets","14","11918.56"
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","5 Bills Purchased and Discounted","26",""
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","1 Notes Issued","1","5844.8"
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","7 Other Assets","30","40.02"
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","6 Investments","29","27.5"
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","3 Rupee Securities (including Treasury Bills)","16","1130.47"
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","5.2 Treasury","28",""
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","5.1 Commercial","27",""
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","4.8 Others","25","11.03"
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","4.7 Export-Import Bank of India","24",""
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","4.3 NABARD","20",""
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","4.6 Industrial Development Bank of India","23",""
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","4.5 Scheduled State Co-op.Banks","22","0.49"
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","4.4 Scheduled Commercial Banks","21","61.22"
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","4.2 State Governments ","19",""
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","4.1 Central Government","18",""
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","4 Loans and Advances","17",""
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","3 Other Liabilities","12","2127.71"
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","2.7 Others","11","118.83"
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","2.6 Other Banks","10","121.25"
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","2.5 Scheduled State Co-operative Banks","9","34.03"
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","2.4 Scheduled Commercial Banks","8","2802.02"
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","2.3 State Governments","7","6.74"
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","2.2 Market Stabilisation Scheme","6","1693.19"
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","2.1 Central Government","5","822.27"
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","2 Deposits","4","5598.33"
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","2 Gold Coin and Bullion","15","381.54"
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","Total Liabilities /Assets","13","13570.84"
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","1.2 Notes held in Banking Department","3","0.15"
"2008/03/21 00:00:00","2008/03/21 00:00:00","2007-08   ","1.1 Notes in Circulation","2","5844.65"
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","1 Foreign Currency Assets","14","12208.5"
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","5 Bills Purchased and Discounted","26",""
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","1 Notes Issued","1","6820.97"
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","7 Other Assets","30","113.66"
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","6 Investments","29","27.5"
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","3 Rupee Securities (including Treasury Bills)","16","1011.91"
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","5.2 Treasury","28",""
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","5.1 Commercial","27",""
