"Week","Month","Year","Item Desc WSS","Item Seq WSS","Amount"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","2 Deposits","4","8888.39616176"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","2 Gold Coin and Bullion","15","669.68533628"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","Total Liabilities /Assets","13","15457.75980577"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","1.2 Notes held in Banking Department","3","0.14260673"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","1.1 Notes in Circulation","2","15457.61719904"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","4.9 Financial Institution Outside India","25",""
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","2.8 Financial Institution Outside India","11",""
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","5 Bills Purchased and Discounted","26",""
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","4 Loans and Advances","17",""
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","2.2 Market Stabilisation Scheme","6","946.73"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","1 Foreign Currency Assets","14","23991.74"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","1 Notes Issued","1","15400.64758924"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","7 Other Assets","30","28.74"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","3 Rupee Securities (including Treasury Bills)","16","7252.26"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","2 Gold Coin and Bullion","15","608.254664"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","6 Investments","29","33.69999999"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","5.2 Treasury","28","0"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","5.1 Commercial","27","0"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","4.8 Others","25","43.77795"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","4.7 Export-Import Bank of India","24","0"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","4.3 NABARD","20","0"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","4.6 Industrial Development Bank of India","23","0"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","4.5 Scheduled State Co-op.Banks","22","0"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","4.4 Scheduled Commercial Banks","21","32.7"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","4.2 State Governments ","19","11.29"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","4.1 Central Government","18","0"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","Total Liabilities /Assets","13","17271.5"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","3 Other Liabilities","12","8428.05"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","2.7 Others","11","3025.70071348"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","2.6 Other Banks","10","257.9566398"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","2.6 Other Banks","10","17.54180105"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","2.5 Scheduled State Co-operative Banks","9","37.7639349"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","2.4 Scheduled Commercial Banks","8","4535.44828854"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","2.3 State Governments","7","8.3813019"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","2.1 Central Government","5","13.93"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","2 Deposits","4","8843.45682797"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","2 Gold Coin and Bullion","15","669.68533628"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","Total Liabilities /Assets","13","15400.64758924"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","1.2 Notes held in Banking Department","3","0.15299932"
"2017/08/25 00:00:00","2017/08/25 00:00:00","2017-18   ","1.1 Notes in Circulation","2","15400.49458992"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","4.9 Financial Institution Outside India","25",""
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","2.8 Financial Institution Outside India","11",""
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","5 Bills Purchased and Discounted","26",""
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","4 Loans and Advances","17",""
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","2.2 Market Stabilisation Scheme","6","946.73"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","1 Foreign Currency Assets","14","24139.36"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","1 Notes Issued","1","15396.48209039"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","7 Other Assets","30","33.8"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","3 Rupee Securities (including Treasury Bills)","16","7149.68"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","2 Gold Coin and Bullion","15","630.46033472"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","6 Investments","29","33.69999999"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","5.2 Treasury","28","0"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","5.1 Commercial","27","0"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","4.8 Others","25","40.37795"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","4.7 Export-Import Bank of India","24","0"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","4.3 NABARD","20","0"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","4.6 Industrial Development Bank of India","23","0"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","4.5 Scheduled State Co-op.Banks","22","0"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","4.4 Scheduled Commercial Banks","21","26.4"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","4.2 State Governments ","19","35.07213004"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","4.1 Central Government","18","199.85"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","Total Liabilities /Assets","13","17586.35790961"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","3 Other Liabilities","12","8488.89"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","2.7 Others","11","3517.91440133"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","2.6 Other Banks","10","254.59785708"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","2.6 Other Banks","10","17.73214955"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","2.5 Scheduled State Co-operative Banks","9","36.24809934"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","2.4 Scheduled Commercial Banks","8","4302.19828113"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","2.3 State Governments","7","21.04825296"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","2.1 Central Government","5","1"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","2 Deposits","4","9097.47405872"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","2 Gold Coin and Bullion","15","694.13966528"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","Total Liabilities /Assets","13","15396.48209039"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","1.2 Notes held in Banking Department","3","0.15149477"
"2017/09/01 00:00:00","2017/09/01 00:00:00","2017-18   ","1.1 Notes in Circulation","2","15396.33059563"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","4.9 Financial Institution Outside India","25",""
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","2.8 Financial Institution Outside India","11",""
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","5 Bills Purchased and Discounted","26",""
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","4 Loans and Advances","17",""
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","2.2 Market Stabilisation Scheme","6","946.73"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","1 Foreign Currency Assets","14","24261.54"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","1 Notes Issued","1","15556.85758081"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","7 Other Assets","30","34.18"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","3 Rupee Securities (including Treasury Bills)","16","7150.33"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","2 Gold Coin and Bullion","15","630.46033472"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","6 Investments","29","33.69999999"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","5.2 Treasury","28","0"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","5.1 Commercial","27","0"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","4.8 Others","25","36.77795"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","4.7 Export-Import Bank of India","24","0"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","4.3 NABARD","20","0"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","4.6 Industrial Development Bank of India","23","0"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","4.5 Scheduled State Co-op.Banks","22","0"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","4.4 Scheduled Commercial Banks","21","25.9"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","4.2 State Governments ","19","64.27785426"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","4.1 Central Government","18","0"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","Total Liabilities /Assets","13","17374.45241919"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","3 Other Liabilities","12","8574.22"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","2.7 Others","11","3213.68834449"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","2.6 Other Banks","10","252.86539171"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","2.6 Other Banks","10","18.14191828"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","2.5 Scheduled State Co-operative Banks","9","35.32826936"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","2.4 Scheduled Commercial Banks","8","4332.04334572"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","2.3 State Governments","7","0.42450756"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","2.1 Central Government","5","1.01"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","2 Deposits","4","8800.23266975"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","2 Gold Coin and Bullion","15","694.13966528"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","Total Liabilities /Assets","13","15556.85758081"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","1.2 Notes held in Banking Department","3","0.15918404"
"2017/09/08 00:00:00","2017/09/08 00:00:00","2017-18   ","1.1 Notes in Circulation","2","15556.69839676"
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","7 Other Assets","30","48.19"
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","6 Investments","29","13.2"
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","5.2 Treasury","28",""
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","5.1 Commercial","27",""
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","5 Bills Purchased and Discounted","26",""
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","4.8 Others","25","7.31"
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","4.7 Export-Import Bank of India","24",""
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","4.6 Industrial Development Bank of India","23",""
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","4.5 Scheduled State Co-op.Banks","22",""
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","4.4 Scheduled Commercial Banks","21","59.73"
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","4.3 NABARD","20",""
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","4.2 State Governments ","19","2.9"
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","4.1 Central Government","18","347.17"
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","4 Loans and Advances","17",""
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","3 Rupee Securities (including Treasury Bills)","16","3996.43"
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","2 Gold Coin and Bullion","15","1462.89"
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","1 Foreign Currency Assets","14","21742"
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","Total Liabilities /Assets","13","20325"
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","3 Other Liabilities","12","6004.81"
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","2.7 Others","11","105.13"
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","2.6 Other Banks","10","171.12"
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","2.5 Scheduled State Co-operative Banks","9","38.35"
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","2.4 Scheduled Commercial Banks","8","3676.01"
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","2.3 State Governments","7","0.42"
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","2.2 Market Stabilisation Scheme","6",""
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","2.1 Central Government","5","1.01"
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","2 Deposits","4","3992.04"
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","1.2 Notes held in Banking Department","3","0.16"
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","1.1 Notes in Circulation","2","10425"
"2011/12/09 00:00:00","2011/12/09 00:00:00","2011-12   ","1 Notes Issued","1","10440"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","1 Foreign Currency Assets","14","14112.45235"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","5 Bills Purchased and Discounted","26",""
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","1 Notes Issued","1","10994.05199"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","7 Other Assets","30","157.32595"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","6 Investments","29","13.2"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","3 Rupee Securities (including Treasury Bills)","16","5664.391"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","2 Gold Coin and Bullion","15","690.4622"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","5.2 Treasury","28",""
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","5.1 Commercial","27",""
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","4.8 Others","25","38.5715"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","4.7 Export-Import Bank of India","24",""
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","4.3 NABARD","20",""
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","4.6 Industrial Development Bank of India","23",""
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","4.5 Scheduled State Co-op.Banks","22",""
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","4.4 Scheduled Commercial Banks","21","192.6968"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","4.2 State Governments ","19","6.50236"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","4.1 Central Government","18","51.75"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","Total Liabilities /Assets","13","10693.39699"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","3 Other Liabilities","12","6928.73863"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","2.7 Others","11","132.30324"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","2.6 Other Banks","10","151.23379"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","2.6 Other Banks","10","1.05447"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","2.5 Scheduled State Co-operative Banks","9","33.32359"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","2.4 Scheduled Commercial Banks","8","3445.31131"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","2.3 State Governments","7","0.42441"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","2.2 Market Stabilisation Scheme","6",""
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","2.1 Central Government","5","1.00754"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","2 Deposits","4","3764.65835"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","2 Gold Coin and Bullion","15","760.0968"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","Total Liabilities /Assets","13","10994.052"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","1.2 Notes held in Banking Department","3","0.10053"
"2012/07/20 00:00:00","2012/07/20 00:00:00","2012-13   ","1.1 Notes in Circulation","2","10993.95146"
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","5 Bills Purchased and Discounted","26",""
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","1 Notes Issued","1","10963.83142"
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","7 Other Assets","30","128.99026"
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","6 Investments","29","13.2"
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","3 Rupee Securities (including Treasury Bills)","16","5405.09945"
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","2 Gold Coin and Bullion","15","695.9363"
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","5.2 Treasury","28",""
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","5.1 Commercial","27",""
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","4.8 Others","25","26.844"
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","4.7 Export-Import Bank of India","24",""
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","4.3 NABARD","20",""
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","4.6 Industrial Development Bank of India","23",""
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","4.5 Scheduled State Co-op.Banks","22",""
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","4.4 Scheduled Commercial Banks","21","36.2593"
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","4.2 State Governments ","19","4.7464"
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","4.1 Central Government","18","16.8"
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","Total Liabilities /Assets","13","10564.39501"
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","3 Other Liabilities","12","7091.08395"
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","2.7 Others","11","119.07762"
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","2.6 Other Banks","10","148.68142"
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","2.6 Other Banks","10","1.32886"
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","2.5 Scheduled State Co-operative Banks","9","31.84906"
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","2.4 Scheduled Commercial Banks","8","3170.94398"
"2012/09/07 00:00:00","2012/09/07 00:00:00","2012-13   ","2.3 State Governments","7","0.42455"
